DELIVERY_NAME,DELIVERY_RATING,MARKET_NUMBER,MARKET_NAME,TIMEZONE,DASHER,IS_FIRST_DELIVERY,VEHICLE,CREATED_AT,QUOTED_DELIVERY_TIME,ESTIMATED_DELIVERY_TIME,ASAP,FRAUDULENT,ACTUAL_PICKUP_TIME,ACTUAL_DELIVERY_TIME,DASHER_ASSIGNED_TIME,MANUALLY_ASSIGNED,DASHER_CONFIRMED_TIME,DASHER_AT_STORE_TIME,CANCELLED_AT,ACTIVE_DATE,COMPOSITE_SCORE,SUBTOTAL,CONFIRM_TO_DELIVER_DURATION,DASHER_TO_RESTAURANT_DURATION,DASHER_WAIT_DURATION,RESTAURANT_TO_CUSTOMER_DURATION,WAS_BATCHED,TOTAL_ITEM_COUNT,DASHER_TO_STORE_TIME_CATEGORY,ACTUAL_PICKUP_TIME_GALAXY_A,ACTUAL_DELIVERY_TIME_GALAXY_A,DASHER_ASSIGNED_TIME_GALAXY_A,DASHER_AT_STORE_TIME_GALAXY_A,COMPOSITE_STAR_RATING,NUM_FIVE_STARS,NUM_DELIVERIES,NUM_ON_TIME_DELIVERIES
259,5,4001,Dashattan,Galaxy A,Bunje,0,bicycle,2055-06-03T14:34:56.571361Z,2055-06-03T15:11:06.652Z,2055-06-03T15:04:12.652Z,1,0,2055-06-03T14:51:40.310236Z,2055-06-03T14:59:56.669739Z,2055-06-03T14:40:54.171877Z,0,2055-06-03T14:40:58.195111Z,2055-06-03T14:49:10.722225Z,,6/3/2055,4.6,2000,1138,492,150,496,0,2,late,2055-06-03T10:51:40.310236Z,2055-06-03T10:59:56.669739Z,2055-06-03T10:40:54.171877Z,2055-06-03T10:49:10.722225Z,4.7,443,1579,
274,5,4001,Dashattan,Galaxy A,Rojan,0,bicycle,2055-06-03T15:47:43.586397Z,2055-06-03T16:41:27.653Z,2055-06-03T16:21:48.653Z,1,0,2055-06-03T16:21:37.866637Z,2055-06-03T16:38:03.826497Z,2055-06-03T15:47:54.146587Z,0,2055-06-03T15:48:19.013286Z,2055-06-03T15:49:07.06351Z,,6/3/2055,3.369194547,2000,2984,48,1950,986,1,1,,2055-06-03T12:21:37.866637Z,2055-06-03T12:38:03.826497Z,2055-06-03T11:47:54.146587Z,2055-06-03T11:49:07.06351Z,4.58,254,788,9
399,5,4001,Dashattan,Galaxy A,Rachael,0,bicycle,2055-06-04T13:23:01.478441Z,2055-06-04T14:45:00Z,2055-06-04T14:45:00Z,0,0,2055-06-04T14:18:30.085063Z,2055-06-04T14:33:43.393815Z,2055-06-04T13:45:54.215449Z,0,2055-06-04T13:45:59.89498Z,2055-06-04T14:11:55.775619Z,,6/4/2055,4.3,2000,2864,1556,395,913,0,3,early,2055-06-04T10:18:30.085063Z,2055-06-04T10:33:43.393815Z,2055-06-04T09:45:54.215449Z,2055-06-04T10:11:55.775619Z,4.47,78,278,26
857,,4001,Dashattan,Galaxy A,Arya,0,bicycle,2055-06-07T17:57:08.932166Z,2055-06-07T18:49:29.013Z,2055-06-07T18:29:50.013Z,1,0,2055-06-07T18:31:38.397457Z,2055-06-07T18:39:46.779404Z,2055-06-07T18:05:14.187716Z,0,2055-06-07T18:05:23.704097Z,2055-06-07T18:30:17.137123Z,,6/7/2055,4.3,2000,2063,1494,81,488,1,2,,2055-06-07T14:31:38.397457Z,2055-06-07T14:39:46.779404Z,2055-06-07T14:05:14.187716Z,2055-06-07T14:30:17.137123Z,4.17,457,1599,
1590,5,4001,Dashattan,Galaxy A,Mike,0,bicycle,2055-06-13T19:38:36.32012Z,2055-06-13T20:23:06.391Z,2055-06-13T20:04:13.391Z,1,0,2055-06-13T19:56:28.932087Z,2055-06-13T20:07:18.128901Z,2055-06-13T19:44:54.143424Z,0,2055-06-13T19:45:28.030215Z,2055-06-13T19:54:07.711306Z,,6/13/2055,4.392236395,2000,1310,519,141,650,0,1,on time,2055-06-13T15:56:28.932087Z,2055-06-13T16:07:18.128901Z,2055-06-13T15:44:54.143424Z,2055-06-13T15:54:07.711306Z,4.63,242,736,
87,5,4001,Dashattan,Galaxy A,Arya,0,bicycle,2055-06-01T23:51:51.792656Z,2055-06-02T00:48:54.846Z,2055-06-02T00:28:47.846Z,1,0,2055-06-02T00:14:07.951603Z,2055-06-02T00:38:35.361004Z,2055-06-01T23:58:54.789259Z,0,2055-06-01T23:59:25.282718Z,2055-06-02T00:07:56.314045Z,,6/1/2055,4.3,2000,2350,511,371,1468,0,2,early,2055-06-01T20:14:07.951603Z,2055-06-01T20:38:35.361004Z,2055-06-01T19:58:54.789259Z,2055-06-01T20:07:56.314045Z,4.17,457,1599,
84,,4001,Dashattan,Galaxy A,KC,0,car,2055-06-01T23:41:08.260105Z,2055-06-02T00:33:57.31Z,2055-06-02T00:18:50.31Z,1,0,2055-06-01T23:53:46.787597Z,2055-06-02T00:05:34.148141Z,2055-06-01T23:45:35.532425Z,0,2055-06-01T23:45:47.536481Z,2055-06-01T23:48:26.492899Z,,6/1/2055,2.896923575,2000,1187,159,320,708,0,2,early,2055-06-01T19:53:46.787597Z,2055-06-01T20:05:34.148141Z,2055-06-01T19:45:35.532425Z,2055-06-01T19:48:26.492899Z,4.54,2229,6580,
141,,4001,Dashattan,Galaxy A,Sean,0,bicycle,2055-06-02T16:51:08.291978Z,2055-06-02T17:53:04.462Z,2055-06-02T17:32:57.462Z,1,0,2055-06-02T17:22:43.836723Z,2055-06-02T17:36:43.367939Z,2055-06-02T17:00:54.824246Z,0,2055-06-02T17:01:42.184983Z,,,6/2/2055,4.2,2000,2101,,,840,0,3,,2055-06-02T13:22:43.836723Z,2055-06-02T13:36:43.367939Z,2055-06-02T13:00:54.824246Z,,4.52,183,522,
151,,4050,Doorlanta,Galaxy A,Joe,0,car,2055-06-02T18:11:42.164724Z,2055-06-02T21:30:00Z,2055-06-02T21:30:00Z,0,0,2055-06-02T21:15:27.774391Z,2055-06-02T21:31:26.71066Z,2055-06-02T20:47:47.269175Z,0,2055-06-02T20:47:52.40612Z,2055-06-02T21:13:08.551824Z,,6/2/2055,3.431783289,2000,2614,1516,139,959,0,1,late,2055-06-02T17:15:27.774391Z,2055-06-02T17:31:26.71066Z,2055-06-02T16:47:47.269175Z,2055-06-02T17:13:08.551824Z,4.38,196,626,
158,,4050,Doorlanta,Galaxy A,Abhai,0,car,2055-06-02T19:46:57.918566Z,2055-06-02T20:41:57.999Z,2055-06-02T20:17:43.999Z,1,0,2055-06-02T20:04:31.85339Z,2055-06-02T20:31:14.995759Z,2055-06-02T19:47:07.281974Z,0,2055-06-02T19:47:12.333207Z,2055-06-02T20:05:07.653358Z,,6/2/2055,4.5,2000,2642,1075,,1603,0,2,late,2055-06-02T16:04:31.85339Z,2055-06-02T16:31:14.995759Z,2055-06-02T15:47:07.281974Z,2055-06-02T16:05:07.653358Z,4.56,344,947,22
226,,4001,Dashattan,Galaxy A,Bunje,0,bicycle,2055-06-03T00:33:41.068334Z,2055-06-03T01:35:35.211Z,2055-06-03T01:15:28.211Z,1,0,2055-06-03T01:04:32.444148Z,2055-06-03T01:22:09.867017Z,2055-06-03T00:33:54.960579Z,0,2055-06-03T00:33:58.073138Z,2055-06-03T00:46:52.359848Z,,6/2/2055,4.2,2000,2891,774,1060,1057,1,3,,2055-06-02T21:04:32.444148Z,2055-06-02T21:22:09.867017Z,2055-06-02T20:33:54.960579Z,2055-06-02T20:46:52.359848Z,4.7,443,1579,
875,,4001,Dashattan,Galaxy A,Samm,0,car,2055-06-07T21:38:44.95522Z,2055-06-07T22:30:13.766Z,2055-06-07T22:11:20.766Z,1,0,2055-06-07T22:00:01.520383Z,2055-06-07T22:13:59.816017Z,2055-06-07T21:42:54.240344Z,0,2055-06-07T21:43:04.473798Z,2055-06-07T21:49:53.058815Z,,6/7/2055,4.6,2000,1855,409,608,838,0,3,on time,2055-06-07T18:00:01.520383Z,2055-06-07T18:13:59.816017Z,2055-06-07T17:42:54.240344Z,2055-06-07T17:49:53.058815Z,4.03,505,1721,457
8,,4050,Doorlanta,Galaxy A,Hersh,0,car,2055-06-01T15:08:49.133232Z,2055-06-01T16:00:24.193Z,2055-06-01T15:56:31.193Z,1,0,2055-06-01T15:28:53.277388Z,2055-06-01T15:52:13.077682Z,2055-06-01T15:09:07.245574Z,0,2055-06-01T15:09:40.024803Z,,,6/1/2055,4.5,2000,2553,,,1400,0,4,,2055-06-01T11:28:53.277388Z,2055-06-01T11:52:13.077682Z,2055-06-01T11:09:07.245574Z,,4.7,212,624,347
160,5,4050,Doorlanta,Galaxy A,Joe,0,car,2055-06-02T19:59:56.800228Z,2055-06-02T20:54:56.865Z,2055-06-02T20:33:07.865Z,1,0,2055-06-02T20:27:18.926547Z,2055-06-02T20:47:32.485701Z,2055-06-02T20:06:27.24627Z,0,2055-06-02T20:06:36.074923Z,2055-06-02T20:27:13.330357Z,,6/2/2055,4.6,2000,2456,1237,5,1214,0,1,late,2055-06-02T16:27:18.926547Z,2055-06-02T16:47:32.485701Z,2055-06-02T16:06:27.24627Z,2055-06-02T16:27:13.330357Z,4.38,196,626,
336,,4001,Dashattan,Galaxy A,Samm,0,car,2055-06-03T21:47:53.215933Z,2055-06-03T22:40:11.311Z,2055-06-03T22:21:18.311Z,1,0,2055-06-03T22:16:03.790421Z,2055-06-03T22:36:16.190027Z,2055-06-03T21:54:14.443978Z,0,2055-06-03T21:54:25.422981Z,2055-06-03T22:13:37.280283Z,,6/3/2055,4.3,2000,2511,1152,146,1213,0,1,,2055-06-03T18:16:03.790421Z,2055-06-03T18:36:16.190027Z,2055-06-03T17:54:14.443978Z,2055-06-03T18:13:37.280283Z,4.03,505,1721,457
952,5,4050,Doorlanta,Galaxy A,Lauran,0,car,2055-06-08T17:28:10.712209Z,2055-06-08T18:23:43.819Z,2055-06-08T18:03:36.819Z,1,0,2055-06-08T17:47:27.291557Z,2055-06-08T17:57:00.715329Z,2055-06-08T17:28:27.250652Z,0,2055-06-08T17:28:32.84279Z,2055-06-08T17:45:52.007864Z,,6/8/2055,4.5,2000,1708,1040,95,573,0,1,late,2055-06-08T13:47:27.291557Z,2055-06-08T13:57:00.715329Z,2055-06-08T13:28:27.250652Z,2055-06-08T13:45:52.007864Z,4.42,1396,4836,1278
1125,,4001,Dashattan,Galaxy A,KC,0,car,2055-06-10T15:52:43.536934Z,2055-06-10T16:24:51.605Z,2055-06-10T16:15:58.605Z,1,0,2055-06-10T15:58:24.46936Z,2055-06-10T16:12:00.907254Z,2055-06-10T15:52:54.124648Z,0,2055-06-10T15:53:09.907532Z,2055-06-10T15:53:14.794985Z,,6/10/2055,4.4,2000,1131,5,310,816,1,3,,2055-06-10T11:58:24.46936Z,2055-06-10T12:12:00.907254Z,2055-06-10T11:52:54.124648Z,2055-06-10T11:53:14.794985Z,4.54,2229,6580,
445,,4050,Doorlanta,Galaxy A,Abhai,0,car,2055-06-04T20:54:59.282676Z,2055-06-04T21:41:54.374Z,2055-06-04T21:36:47.374Z,1,0,2055-06-04T21:08:56.645565Z,2055-06-04T21:30:29.242163Z,2055-06-04T20:55:07.338231Z,0,2055-06-04T20:55:10.85266Z,2055-06-04T21:00:52.994989Z,,6/4/2055,4.6,2000,2119,342,484,1293,0,3,early,2055-06-04T17:08:56.645565Z,2055-06-04T17:30:29.242163Z,2055-06-04T16:55:07.338231Z,2055-06-04T17:00:52.994989Z,4.56,344,947,22
364,5,4001,Dashattan,Galaxy A,Bunje,0,bicycle,2055-06-03T23:19:26.104198Z,2055-06-04T00:08:37.148Z,2055-06-03T23:54:44.148Z,1,0,2055-06-03T23:40:55.004274Z,2055-06-03T23:53:16.06369Z,2055-06-03T23:19:35.211559Z,0,2055-06-03T23:19:46.877692Z,2055-06-03T23:33:26.885487Z,,6/3/2055,4.4,2000,2010,820,449,741,0,5,late,2055-06-03T19:40:55.004274Z,2055-06-03T19:53:16.06369Z,2055-06-03T19:19:35.211559Z,2055-06-03T19:33:26.885487Z,4.7,443,1579,
877,5,4050,Doorlanta,Galaxy A,Elon,0,car,2055-06-07T21:55:45.711574Z,2055-06-07T22:35:45.766Z,2055-06-07T22:28:01.766Z,1,0,2055-06-07T22:10:45.174568Z,2055-06-07T22:31:11.31007Z,2055-06-07T21:56:07.350716Z,0,2055-06-07T21:56:23.6454Z,2055-06-07T22:02:04.199975Z,,6/7/2055,4.4,2000,2088,341,521,1226,0,3,on time,2055-06-07T18:10:45.174568Z,2055-06-07T18:31:11.31007Z,2055-06-07T17:56:07.350716Z,2055-06-07T18:02:04.199975Z,4.62,259,604,21
605,5,4050,Doorlanta,Galaxy A,Anisha,0,car,2055-06-05T20:04:50.762761Z,2055-06-05T21:21:40.84Z,2055-06-05T21:03:27.84Z,1,0,2055-06-05T20:32:21.663025Z,2055-06-05T20:52:52.670871Z,2055-06-05T20:19:07.334257Z,0,2055-06-05T20:19:10.936592Z,2055-06-05T20:31:40.654616Z,,6/5/2055,4.7,2000,2022,750,41,1231,1,1,,2055-06-05T16:32:21.663025Z,2055-06-05T16:52:52.670871Z,2055-06-05T16:19:07.334257Z,2055-06-05T16:31:40.654616Z,4.7,272,931,144
584,,4050,Doorlanta,Galaxy A,Katelynn,0,car,2055-06-05T18:15:17.019606Z,2055-06-05T19:13:36.15Z,2055-06-05T18:53:29.15Z,1,0,2055-06-05T19:21:15.625929Z,2055-06-05T19:27:26.68498Z,2055-06-05T18:45:27.310829Z,0,2055-06-05T18:45:50.105229Z,2055-06-05T19:08:34.106827Z,,6/5/2055,4.6,2000,2496,1364,761,371,0,2,,2055-06-05T15:21:15.625929Z,2055-06-05T15:27:26.68498Z,2055-06-05T14:45:27.310829Z,2055-06-05T15:08:34.106827Z,4.7,1261,3264,232
505,5,4050,Doorlanta,Galaxy A,Elon,0,car,2055-06-05T00:10:27.482982Z,2055-06-05T01:01:36.54Z,2055-06-05T00:49:42.54Z,1,0,2055-06-05T00:43:15.998108Z,2055-06-05T01:08:55.390887Z,2055-06-05T00:21:07.48089Z,0,2055-06-05T00:21:13.717078Z,2055-06-05T00:38:06.417128Z,,6/4/2055,3.30460462,2000,2862,1013,309,1540,1,1,,2055-06-04T20:43:15.998108Z,2055-06-04T21:08:55.390887Z,2055-06-04T20:21:07.48089Z,2055-06-04T20:38:06.417128Z,4.62,259,604,21
766,5,4001,Dashattan,Galaxy A,J,0,bicycle,2055-06-06T21:32:55.542462Z,2055-06-06T22:08:40.606Z,2055-06-06T22:04:47.606Z,1,0,2055-06-06T22:00:47.135232Z,2055-06-06T22:16:52.774611Z,2055-06-06T21:39:14.332831Z,0,2055-06-06T21:39:47.871867Z,2055-06-06T21:56:51.601916Z,,6/6/2055,3.168534985,2000,2225,1024,236,965,0,2,late,2055-06-06T18:00:47.135232Z,2055-06-06T18:16:52.774611Z,2055-06-06T17:39:14.332831Z,2055-06-06T17:56:51.601916Z,4.6,292,1027,26
859,,4001,Dashattan,Galaxy A,Arya,0,bicycle,2055-06-07T18:05:34.395439Z,2055-06-07T19:08:24.465Z,2055-06-07T18:45:06.465Z,1,0,2055-06-07T18:31:48.175246Z,2055-06-07T18:43:24.524479Z,2055-06-07T18:05:54.111212Z,0,2055-06-07T18:06:05.667311Z,2055-06-07T18:30:17.823696Z,,6/7/2055,4.3,2000,2239,1452,91,696,1,2,,2055-06-07T14:31:48.175246Z,2055-06-07T14:43:24.524479Z,2055-06-07T14:05:54.111212Z,2055-06-07T14:30:17.823696Z,4.17,457,1599,
893,5,4050,Doorlanta,Galaxy A,Cate,0,car,2055-06-07T23:36:03.172919Z,2055-06-08T00:31:03.229Z,2055-06-08T00:10:54.229Z,1,0,2055-06-07T23:56:16.381947Z,2055-06-08T00:02:48.849521Z,2055-06-07T23:45:07.543006Z,0,2055-06-07T23:45:09.975281Z,2055-06-07T23:55:00.595428Z,,6/7/2055,4.7,2000,1059,591,76,392,0,2,late,2055-06-07T19:56:16.381947Z,2055-06-07T20:02:48.849521Z,2055-06-07T19:45:07.543006Z,2055-06-07T19:55:00.595428Z,4.49,2315,7039,763
928,,4001,Dashattan,Galaxy A,Sean,0,bicycle,2055-06-08T14:29:34.162721Z,2055-06-08T16:15:00Z,2055-06-08T16:15:00Z,0,0,2055-06-08T15:46:48.278514Z,2055-06-08T15:54:29.631741Z,2055-06-08T15:15:14.247683Z,0,2055-06-08T15:16:01.129451Z,2055-06-08T15:18:56.370834Z,,6/8/2055,4.2,2000,2308,175,1672,461,1,1,,2055-06-08T11:46:48.278514Z,2055-06-08T11:54:29.631741Z,2055-06-08T11:15:14.247683Z,2055-06-08T11:18:56.370834Z,4.52,183,522,
951,5,4001,Dashattan,Galaxy A,Sean,0,bicycle,2055-06-08T17:05:40.373955Z,2055-06-08T18:09:53.435Z,2055-06-08T17:45:12.435Z,1,0,2055-06-08T17:32:32.265593Z,2055-06-08T17:41:23.348927Z,2055-06-08T17:18:55.828787Z,0,2055-06-08T17:19:30.61106Z,2055-06-08T17:30:41.629744Z,,6/8/2055,4.6,2000,1313,671,111,531,0,1,late,2055-06-08T13:32:32.265593Z,2055-06-08T13:41:23.348927Z,2055-06-08T13:18:55.828787Z,2055-06-08T13:30:41.629744Z,4.52,183,522,
1022,5,4001,Dashattan,Galaxy A,Sean,0,bicycle,2055-06-09T15:25:51.689925Z,2055-06-09T16:24:49.749Z,2055-06-09T16:05:10.749Z,1,0,2055-06-09T15:47:17.437585Z,2055-06-09T15:55:28.1445Z,2055-06-09T15:41:14.718843Z,0,2055-06-09T15:41:47.332473Z,2055-06-09T15:44:01.135344Z,,6/9/2055,4.5,2000,821,134,196,491,0,1,on time,2055-06-09T11:47:17.437585Z,2055-06-09T11:55:28.1445Z,2055-06-09T11:41:14.718843Z,2055-06-09T11:44:01.135344Z,4.52,183,522,
1226,5,4001,Dashattan,Galaxy A,Awstin,0,bicycle,2055-06-11T01:40:25.365199Z,2055-06-11T02:28:09.424Z,2055-06-11T02:21:15.424Z,1,0,2055-06-11T02:09:29.930313Z,2055-06-11T02:28:07.443125Z,2055-06-11T01:44:54.725421Z,0,2055-06-11T01:45:03.594345Z,2055-06-11T01:54:03.452044Z,,6/10/2055,4.6,2000,2584,540,926,1118,0,2,on time,2055-06-10T22:09:29.930313Z,2055-06-10T22:28:07.443125Z,2055-06-10T21:44:54.725421Z,2055-06-10T21:54:03.452044Z,4.5,394,1403,
1538,,4001,Dashattan,Galaxy A,J,0,bicycle,2055-06-13T01:26:45.098828Z,2055-06-13T02:16:26.161Z,2055-06-13T01:58:08.161Z,1,0,2055-06-13T01:44:31.042551Z,2055-06-13T01:53:11.281702Z,2055-06-13T01:32:54.554641Z,0,2055-06-13T01:33:05.574419Z,2055-06-13T01:44:25.457154Z,,6/12/2055,4.6,2000,1206,680,6,520,0,1,on time,2055-06-12T21:44:31.042551Z,2055-06-12T21:53:11.281702Z,2055-06-12T21:32:54.554641Z,2055-06-12T21:44:25.457154Z,4.6,292,1027,26
1584,5,4001,Dashattan,Galaxy A,KC,0,car,2055-06-13T18:43:22.221563Z,2055-06-13T19:31:33.33Z,2055-06-13T19:12:40.33Z,1,0,2055-06-13T18:56:19.786979Z,2055-06-13T19:04:43.471734Z,2055-06-13T18:50:14.208778Z,0,2055-06-13T18:50:23.914687Z,2055-06-13T18:53:55.368223Z,,6/13/2055,4.6,2000,860,212,144,504,0,2,early,2055-06-13T14:56:19.786979Z,2055-06-13T15:04:43.471734Z,2055-06-13T14:50:14.208778Z,2055-06-13T14:53:55.368223Z,4.54,2229,6580,
20,,4001,Dashattan,Galaxy A,Arya,0,bicycle,2055-06-01T16:31:50.715786Z,2055-06-01T17:39:00.785Z,2055-06-01T17:15:42.785Z,1,0,2055-06-01T16:59:45.538228Z,2055-06-01T17:30:28.401335Z,2055-06-01T16:37:55.265015Z,0,2055-06-01T16:39:05.432611Z,2055-06-01T16:54:40.568554Z,,6/1/2055,4.5,2000,3083,935,305,1843,1,2,,2055-06-01T12:59:45.538228Z,2055-06-01T13:30:28.401335Z,2055-06-01T12:37:55.265015Z,2055-06-01T12:54:40.568554Z,4.17,457,1599,
604,,4050,Doorlanta,Galaxy A,Cate,0,car,2055-06-05T19:56:45.640782Z,2055-06-05T20:55:59.707Z,2055-06-05T20:37:06.707Z,1,0,2055-06-05T20:08:10.557628Z,2055-06-05T20:27:35.955656Z,2055-06-05T19:57:07.432732Z,0,2055-06-05T19:57:16.39095Z,,,6/5/2055,4.6,2000,1819,,,1165,0,2,,2055-06-05T16:08:10.557628Z,2055-06-05T16:27:35.955656Z,2055-06-05T15:57:07.432732Z,,4.49,2315,7039,763
1488,5,4001,Dashattan,Galaxy A,Mike,0,bicycle,2055-06-12T23:10:09.420705Z,2055-06-13T00:12:15.487Z,2055-06-12T23:50:21.487Z,1,0,2055-06-12T23:39:23.903202Z,2055-06-12T23:58:03.884813Z,2055-06-12T23:10:15.828074Z,0,2055-06-12T23:10:19.816324Z,2055-06-12T23:27:57.135928Z,,6/12/2055,4.5,2000,2864,1058,686,1120,0,2,early,2055-06-12T19:39:23.903202Z,2055-06-12T19:58:03.884813Z,2055-06-12T19:10:15.828074Z,2055-06-12T19:27:57.135928Z,4.63,242,736,
1594,5,4001,Dashattan,Galaxy A,KC,0,car,2055-06-13T20:31:47.148959Z,2055-06-13T21:18:57.192Z,2055-06-13T21:00:04.192Z,1,0,2055-06-13T20:44:23.395616Z,2055-06-13T20:54:59.703933Z,2055-06-13T20:33:54.14476Z,0,2055-06-13T20:34:12.531562Z,2055-06-13T20:39:28.059883Z,,6/13/2055,4.5,2000,1247,316,295,636,0,2,on time,2055-06-13T16:44:23.395616Z,2055-06-13T16:54:59.703933Z,2055-06-13T16:33:54.14476Z,2055-06-13T16:39:28.059883Z,4.54,2229,6580,
891,,4050,Doorlanta,Galaxy A,Lauran,0,motorcycle,2055-06-07T23:21:06.155763Z,2055-06-08T00:08:33.205Z,2055-06-07T23:59:40.205Z,1,0,2055-06-07T23:39:07.905758Z,2055-06-07T23:59:11.466998Z,2055-06-07T23:21:27.487775Z,0,2055-06-07T23:21:42.872359Z,2055-06-07T23:35:51.062688Z,,6/7/2055,4.7,2000,2249,849,196,1204,0,2,on time,2055-06-07T19:39:07.905758Z,2055-06-07T19:59:11.466998Z,2055-06-07T19:21:27.487775Z,2055-06-07T19:35:51.062688Z,4.42,1396,4836,1278
1357,,4001,Dashattan,Galaxy A,Arya,0,bicycle,2055-06-12T00:13:09.128424Z,2055-06-12T01:07:26.194Z,2055-06-12T00:47:19.194Z,1,0,2055-06-12T01:06:32.676642Z,2055-06-12T01:18:03.361064Z,2055-06-12T00:13:14.073018Z,0,2055-06-12T00:13:31.292892Z,2055-06-12T00:57:02.489429Z,,6/11/2055,4.4,2000,3872,2611,570,691,0,1,late,2055-06-11T21:06:32.676642Z,2055-06-11T21:18:03.361064Z,2055-06-11T20:13:14.073018Z,2055-06-11T20:57:02.489429Z,4.17,457,1599,
27,,4050,Doorlanta,Galaxy A,Jagar,0,car,2055-06-01T19:15:39.033432Z,2055-06-01T20:23:05.109Z,2055-06-01T19:58:24.109Z,1,0,2055-06-01T19:37:34.659866Z,2055-06-01T19:51:13.583511Z,2055-06-01T19:19:27.345351Z,0,2055-06-01T19:19:36.860833Z,2055-06-01T19:37:08.367294Z,,6/1/2055,4.6,2000,1897,1052,26,819,0,2,late,2055-06-01T15:37:34.659866Z,2055-06-01T15:51:13.583511Z,2055-06-01T15:19:27.345351Z,2055-06-01T15:37:08.367294Z,4.89,1778,5138,314
652,5,4050,Doorlanta,Galaxy A,Anisha,0,car,2055-06-05T22:29:51.084529Z,2055-06-05T23:23:59.151Z,2055-06-05T23:12:05.151Z,1,0,2055-06-05T22:43:18.921442Z,2055-06-05T23:00:49.494983Z,2055-06-05T22:32:27.557408Z,0,2055-06-05T22:32:38.180012Z,2055-06-05T22:39:47.520849Z,,6/5/2055,4.5,2000,1691,429,211,1051,0,2,on time,2055-06-05T18:43:18.921442Z,2055-06-05T19:00:49.494983Z,2055-06-05T18:32:27.557408Z,2055-06-05T18:39:47.520849Z,4.7,272,931,144
945,5,4001,Dashattan,Galaxy A,Sean,0,bicycle,2055-06-08T16:41:23.937841Z,2055-06-08T17:39:27.997Z,2055-06-08T17:16:09.997Z,1,0,2055-06-08T17:02:14.663465Z,2055-06-08T17:08:39.974647Z,2055-06-08T16:41:34.069399Z,0,2055-06-08T16:42:12.119919Z,2055-06-08T16:45:05.404155Z,,6/8/2055,4.3,2000,1587,173,1029,385,1,2,,2055-06-08T13:02:14.663465Z,2055-06-08T13:08:39.974647Z,2055-06-08T12:41:34.069399Z,2055-06-08T12:45:05.404155Z,4.52,183,522,
341,5,4001,Dashattan,Galaxy A,Zak,0,bicycle,2055-06-03T21:56:05.994697Z,2055-06-03T22:46:38.05Z,2055-06-03T22:27:45.05Z,1,0,2055-06-03T22:31:03.102998Z,2055-06-03T22:39:34.271675Z,2055-06-03T22:02:14.63077Z,0,2055-06-03T22:02:51.508618Z,2055-06-03T22:22:17.11396Z,,6/3/2055,3.741889628,2000,2203,1166,526,511,0,2,late,2055-06-03T18:31:03.102998Z,2055-06-03T18:39:34.271675Z,2055-06-03T18:02:14.63077Z,2055-06-03T18:22:17.11396Z,4.63,265,905,77
817,,4001,Dashattan,Galaxy A,KC,0,car,2055-06-07T01:56:01.979102Z,2055-06-07T02:44:49.135Z,2055-06-07T02:25:56.135Z,1,0,2055-06-07T02:07:32.21354Z,2055-06-07T02:20:39.156252Z,2055-06-07T01:58:34.182776Z,0,2055-06-07T01:58:51.52567Z,2055-06-07T02:05:56.578709Z,,6/6/2055,4.6,2000,1308,425,96,787,0,3,on time,2055-06-06T22:07:32.21354Z,2055-06-06T22:20:39.156252Z,2055-06-06T21:58:34.182776Z,2055-06-06T22:05:56.578709Z,4.54,2229,6580,
793,5,4001,Dashattan,Galaxy A,Rachael,0,bicycle,2055-06-06T23:28:56.211252Z,2055-06-07T00:12:49.301Z,2055-06-06T23:53:56.301Z,1,0,2055-06-06T23:37:06.637733Z,2055-06-06T23:43:07.533771Z,2055-06-06T23:30:34.688212Z,0,2055-06-06T23:30:56.610265Z,2055-06-06T23:38:34.150423Z,,6/6/2055,4.4,2000,731,458,,361,0,3,on time,2055-06-06T19:37:06.637733Z,2055-06-06T19:43:07.533771Z,2055-06-06T19:30:34.688212Z,2055-06-06T19:38:34.150423Z,4.47,78,278,26
670,5,4001,Dashattan,Galaxy A,KC,0,car,2055-06-05T23:11:48.90493Z,2055-06-06T00:26:23.954Z,2055-06-06T00:11:42.954Z,1,0,2055-06-05T23:53:54.229851Z,2055-06-06T00:08:13.071482Z,2055-06-05T23:30:58.857031Z,0,2055-06-05T23:31:14.233718Z,2055-06-05T23:44:54.104418Z,,6/5/2055,4.2,2000,2219,820,540,859,1,3,,2055-06-05T19:53:54.229851Z,2055-06-05T20:08:13.071482Z,2055-06-05T19:30:58.857031Z,2055-06-05T19:44:54.104418Z,4.54,2229,6580,
201,5,4050,Doorlanta,Galaxy A,Elon,0,car,2055-06-02T23:08:04.830091Z,2055-06-03T00:22:29.911Z,2055-06-03T00:17:50.911Z,1,0,2055-06-02T23:59:49.168577Z,2055-06-03T00:15:19.550535Z,2055-06-02T23:45:27.330999Z,0,2055-06-02T23:45:40.184463Z,2055-06-03T00:00:11.479699Z,,6/2/2055,4.6,2000,1779,871,,930,0,2,,2055-06-02T19:59:49.168577Z,2055-06-02T20:15:19.550535Z,2055-06-02T19:45:27.330999Z,2055-06-02T20:00:11.479699Z,4.62,259,604,21
